# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      47.38
8                      48.39
16                     48.58
32                     68.42
64                     67.12
128                    72.01
256                    72.86
512                    77.59
1024                  102.37
2048                   89.24
4096                   92.60
8192                  140.52
16384                 166.24
32768                 206.56
65536                 275.87
131072                459.73
262144                815.31
524288               1523.65
1048576              2941.73
