# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.43
2                      42.41
4                      44.99
8                      48.45
16                     57.27
32                     68.46
64                     82.44
128                   124.90
256                   137.13
512                   278.49
1024                  326.47
2048                  411.62
4096                  556.83
8192                 1099.58
16384                1650.80
32768                2780.59
65536                5010.02
131072               9666.14
262144              18974.80
524288              37648.00
1048576             75739.06
