# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      44.67
8                      45.15
16                     44.92
32                     46.43
64                     45.26
128                    76.38
256                    80.70
512                    82.66
1024                   85.62
2048                   89.90
4096                   94.24
8192                  159.13
16384                 309.16
32768                 228.33
65536                 340.27
131072                496.33
262144                962.90
524288               1770.35
1048576              3466.14
