# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.42
2                      24.58
4                      24.59
8                      25.70
16                     24.36
32                     25.11
64                     25.80
128                    25.85
256                    26.04
512                    26.50
1024                   27.16
2048                   29.43
4096                   32.56
8192                   36.65
16384                  40.81
32768                  47.82
65536                  63.78
131072                 99.32
262144                169.26
524288                309.41
1048576               588.68
