# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      61.40
8                      62.61
16                     62.59
32                     63.73
64                     62.31
128                    97.67
256                    98.28
512                   101.08
1024                  103.54
2048                  108.08
4096                  114.06
8192                  187.09
16384                 205.71
32768                 252.68
65536                 375.88
131072                555.95
262144               1044.39
524288               2142.31
1048576              3779.11
