# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      37.34
8                      38.09
16                     38.00
32                     38.44
64                     37.35
128                    40.94
256                    40.58
512                    40.93
1024                   41.78
2048                   43.40
4096                   47.73
8192                   96.65
16384                 103.65
32768                 125.84
65536                 211.96
131072                371.31
262144                707.10
524288               1378.99
1048576              2722.10
