# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.77
2                      10.62
4                      11.49
8                      11.44
16                     12.68
32                     12.83
64                     13.39
128                    14.00
256                    15.52
512                    17.78
1024                   27.10
2048                   28.11
4096                   37.57
8192                   56.95
16384                  96.83
32768                 178.40
65536                 335.64
131072                642.95
262144               1258.41
524288               2530.32
1048576              5177.36
