# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   20022.22
2                   20538.99
4                   20799.75
8                   20899.31
16                  20850.21
32                  21387.34
64                  21437.49
128                 21570.48
256                 21694.76
512                   749.39
1024                  758.38
2048                  805.03
4096                  867.19
8192                 1072.39
16384                1318.50
32768                2284.96
65536                4398.40
131072               9179.29
262144              19976.99
524288              31647.79
1048576             54367.69
