# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.95
2                      20.78
4                      27.12
8                      27.32
16                     28.67
32                     32.23
64                     32.43
128                    41.05
256                    34.42
512                    21.52
1024                   22.14
2048                   23.31
4096                   25.08
8192                   39.12
16384                  54.39
32768                  83.20
65536                 142.12
131072                258.41
262144                538.11
524288               1185.43
1048576              2637.35
