# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     352.22
8                      68.99
16                     68.43
32                     68.05
64                     68.16
128                    73.04
256                    68.98
512                    69.15
1024                   69.72
2048                   71.17
4096                   73.48
8192                   82.66
16384                  96.56
32768                 110.69
65536                 126.38
131072                151.50
262144                183.51
524288                243.66
1048576               363.83
