# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.64
2                      73.09
4                      74.56
8                      86.44
16                     86.83
32                     95.02
64                     89.93
128                    92.13
256                   152.88
512                   172.40
1024                   81.24
2048                   94.99
4096                   99.83
8192                  144.06
16384                 207.48
32768                 344.26
65536                 610.89
131072               1342.38
262144               2911.18
524288               4970.35
1048576              9377.86
