# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      11.53
8                      11.54
16                     11.54
32                     11.85
64                     11.92
128                    12.30
256                    14.65
512                    14.84
1024                   15.19
2048                   16.03
4096                   17.20
8192                   30.56
16384                  37.00
32768                  48.46
65536                  66.99
131072                100.67
262144                168.93
524288                316.32
1048576               620.78
