# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.23
2                      23.98
4                      27.98
8                      27.84
16                     28.87
32                     32.73
64                     32.82
128                    33.30
256                    34.51
512                    24.78
1024                   24.98
2048                   25.57
4096                   25.90
8192                   43.16
16384                  58.50
32768                  87.92
65536                 146.64
131072                269.94
262144                552.70
524288               1241.07
1048576              2443.98
