# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     158.52
2                      93.63
4                      94.83
8                      95.16
16                     96.50
32                     99.84
64                    112.67
128                   116.67
256                   125.89
512                   161.17
1024                  221.47
2048                  330.09
4096                  543.08
8192                  965.58
16384                3189.61
32768                8107.16
65536               17680.19
131072              36847.90
262144              79096.32
524288             162510.91
1048576            327731.41
