# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      95.79
2                      95.62
4                      95.76
8                      96.08
16                     96.02
32                     96.17
64                     96.73
128                    97.98
256                    98.57
512                   101.10
1024                  108.92
2048                  451.54
4096                  450.66
8192                  489.15
16384                 533.81
32768                 575.59
65536                 587.60
131072                621.18
262144                721.57
524288                793.10
1048576              1359.38
