# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.85
2                      24.93
4                      25.93
8                      26.47
16                     27.74
32                     28.26
64                     30.44
128                    35.70
256                    45.16
512                    54.45
1024                   70.78
2048                   85.12
4096                  112.31
8192                  165.44
16384                 279.24
32768                 516.10
65536                1004.79
131072               1965.50
262144               3951.67
524288               8903.90
1048576             20897.48
