# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     444.68
2                     445.60
4                     447.71
8                     490.75
16                    490.97
32                    541.03
64                    570.01
128                   618.10
256                   786.91
512                   840.76
1024                  855.72
2048                  867.13
4096                  883.68
8192                 1251.09
16384                1828.88
32768                3104.45
65536                6591.01
131072              13724.54
262144              24597.05
524288              40638.15
1048576             77383.89
