# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      34.40
8                      33.67
16                     33.59
32                     34.01
64                     33.93
128                    34.91
256                    37.19
512                    37.32
1024                   37.99
2048                   39.18
4096                   41.06
8192                   45.64
16384                  50.72
32768                  59.71
65536                  76.38
131072                115.30
262144                196.67
524288                355.69
1048576               676.16
