# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      41.38
8                      42.67
16                     42.84
32                     43.76
64                     77.32
128                    81.72
256                    83.46
512                    86.36
1024                  116.30
2048                  104.28
4096                  105.08
8192                  158.40
16384                 192.30
32768                 225.57
65536                 307.39
131072                493.70
262144                858.92
524288               1580.97
1048576              3031.05
