# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     439.34
2                     440.73
4                     450.92
8                     445.76
16                    453.22
32                    536.92
64                    560.97
128                   623.99
256                   712.22
512                   918.17
1024                  961.71
2048                 1023.68
4096                 1110.96
8192                 1248.79
16384                1645.90
32768                2813.04
65536                6137.30
131072              13496.62
262144              24591.22
524288              40246.95
1048576             76821.15
