# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.21
2                       8.78
4                       8.27
8                       8.21
16                      8.19
32                      8.45
64                      8.65
128                     8.85
256                    11.34
512                    11.17
1024                   11.65
2048                   13.32
4096                   16.18
8192                   11.94
16384                  14.59
32768                  18.04
65536                  33.65
131072                 50.02
262144                 83.55
524288                133.57
1048576               247.38
