# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      34.39
8                      34.10
16                     34.16
32                     35.36
64                     57.65
128                    59.17
256                    60.85
512                    62.52
1024                   64.73
2048                  105.87
4096                   72.56
8192                   99.27
16384                 132.21
32768                 164.64
65536                 221.65
131072                381.59
262144                698.70
524288               1313.38
1048576              2562.44
