# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     110.33
8                     110.26
16                    101.16
32                    100.88
64                     42.27
128                    42.77
256                    44.25
512                    45.71
1024                   47.82
2048                   50.82
4096                   54.38
8192                  120.91
16384                 129.86
32768                 134.60
65536                 135.58
131072                160.61
262144                180.34
524288                212.73
1048576               293.90
