# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5772.18
2                    5909.90
4                    6127.02
8                    6194.07
16                   5375.82
32                   5441.58
64                   5481.54
128                  5437.60
256                  5475.41
512                  5546.12
1024                  198.32
2048                  191.78
4096                  192.78
8192                  284.97
16384                 395.55
32768                 618.63
65536                1156.30
131072               2838.94
262144               4939.99
524288               7976.48
1048576             14371.15
