# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.29
2                      29.65
4                      30.29
8                      31.13
16                     32.70
32                     34.42
64                     42.05
128                    49.38
256                    57.67
512                    74.74
1024                   99.05
2048                  125.90
4096                  177.54
8192                  283.48
16384                 507.35
32768                 964.21
65536                1876.59
131072               3759.76
262144               8656.15
524288              19881.45
1048576             41074.74
