# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   20092.65
2                   20583.45
4                   20761.61
8                   20864.47
16                  20998.02
32                  21149.76
64                  21186.54
128                 21322.71
256                 21860.25
512                  4650.33
1024                 4677.80
2048                 4717.86
4096                 4775.45
8192                 6544.13
16384                6512.76
32768                7030.89
65536                8560.35
131072              12336.32
262144              28359.38
524288              40103.12
1048576             65221.59
