# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2534.11
2                    2570.04
4                    2589.01
8                    2605.40
16                   2616.96
32                   2646.91
64                   2658.00
128                  2683.07
256                  2748.22
512                  2785.21
1024                   87.18
2048                   95.95
4096                  103.47
8192                  136.56
16384                 195.54
32768                 314.75
65536                 529.76
131072               1102.21
262144               2420.07
524288               3865.07
1048576              6675.99
