# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.64
2                      10.64
4                      10.66
8                      10.67
16                     10.71
32                     10.89
64                     12.06
128                    13.01
256                    13.26
512                    13.68
1024                   19.19
2048                   19.97
4096                   27.23
8192                   34.64
16384                  40.55
32768                  53.34
65536                  79.91
131072                133.91
262144                246.10
524288                470.98
1048576               916.73
