# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     210.69
8                     101.93
16                    100.90
32                    102.46
64                     99.91
128                   123.36
256                   157.05
512                   159.24
1024                  161.26
2048                  227.55
4096                  188.71
8192                  221.53
16384                 243.23
32768                 282.44
65536                 374.40
131072                579.49
262144               1037.58
524288               1942.66
1048576              3753.83
