# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     131.22
8                      69.80
16                     99.65
32                    100.28
64                     97.72
128                   100.02
256                   100.31
512                   101.42
1024                  102.06
2048                  103.71
4096                  136.52
8192                  127.10
16384                 154.15
32768                 196.61
65536                 234.31
131072                391.00
262144                714.10
524288               1344.05
1048576              2601.23
