# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     199.71
2                     199.14
4                     199.66
8                     200.25
16                    200.01
32                    200.42
64                    201.04
128                   202.36
256                   201.08
512                   201.75
1024                  202.51
2048                  206.70
4096                  223.78
8192                  244.53
16384                 266.33
32768                 281.52
65536                 355.84
131072                489.07
262144                765.91
524288               1420.09
1048576              2822.32
