# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1261.79
2                    1297.26
4                    1296.89
8                    1314.30
16                   1319.18
32                   1321.37
64                   1333.11
128                  1356.13
256                  1367.45
512                    48.68
1024                   49.71
2048                   52.64
4096                   57.83
8192                   80.97
16384                 107.67
32768                 162.94
65536                 270.60
131072                479.31
262144                954.77
524288               2012.89
1048576              3966.45
