# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     202.12
8                      98.62
16                     98.03
32                     98.88
64                     96.81
128                   157.59
256                   146.80
512                   148.76
1024                  151.43
2048                  197.14
4096                  178.72
8192                  204.34
16384                 238.97
32768                 280.61
65536                 349.68
131072                570.36
262144               1032.56
524288               1946.60
1048576            336874.93
