# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      13.05
2                      13.07
4                      13.82
8                      13.94
16                     14.94
32                     15.10
64                     15.69
128                    16.68
256                    17.58
512                    20.04
1024                   34.18
2048                   34.34
4096                   53.33
8192                   80.06
16384                 133.68
32768                 245.85
65536                 345.41
131072                661.56
262144               1288.70
524288               2468.96
1048576              5215.11
