# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     161.78
8                     161.72
16                    148.92
32                    148.94
64                     65.50
128                    67.09
256                    69.63
512                    73.91
1024                   78.51
2048                   88.79
4096                   92.60
8192                  182.94
16384                 199.43
32768                 199.64
65536                 206.29
131072                249.35
262144                268.50
524288                305.93
1048576               390.59
