# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      33.96
2                      34.22
4                      35.31
8                      35.86
16                     37.36
32                     39.10
64                     46.29
128                    54.55
256                    64.42
512                    81.41
1024                  104.92
2048                  131.57
4096                  183.16
8192                  288.19
16384                 513.14
32768                 980.56
65536                1896.31
131072               3777.96
262144               8499.90
524288              20045.70
1048576             41336.25
