# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      17.71
8                      17.93
16                     17.89
32                     18.47
64                     19.62
128                    21.48
256                    21.21
512                    21.69
1024                   22.44
2048                   24.07
4096                   27.26
8192                   48.54
16384                  55.16
32768                  63.42
65536                 193.97
131072                343.33
262144                652.53
524288               1259.84
1048576              2465.01
