# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.23
2                      23.14
4                      23.94
8                      24.56
16                     25.56
32                     26.33
64                     28.27
128                    34.28
256                    41.92
512                    51.73
1024                   69.61
2048                   83.85
4096                  110.79
8192                  164.43
16384                 276.41
32768                 515.21
65536                1010.30
131072               1989.57
262144               4020.25
524288               9323.38
1048576             21030.92
