# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      39.98
8                      40.43
16                     40.48
32                     41.80
64                     66.89
128                    71.29
256                    74.35
512                    77.29
1024                  106.91
2048                   91.91
4096                   93.97
8192                  151.05
16384                 183.09
32768                 226.62
65536                 297.63
131072                478.03
262144                833.44
524288               1506.12
1048576              2858.78
