# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.47
2                      19.38
4                      18.61
8                      18.88
16                     20.70
32                     23.39
64                     24.15
128                    24.87
256                    26.79
512                    31.38
1024                   37.52
2048                   41.32
4096                   53.39
8192                   77.40
16384                 123.20
32768                 216.10
65536                 407.35
131072                788.62
262144               1526.53
524288               3043.71
1048576              6117.21
