# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     273.41
8                      80.82
16                     79.33
32                     79.30
64                     79.49
128                    82.63
256                    82.15
512                    80.20
1024                   80.77
2048                   82.46
4096                   84.76
8192                   90.72
16384                 101.52
32768                 115.40
65536                 133.68
131072                160.82
262144                183.00
524288                245.37
1048576               370.79
