# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      61.43
2                      61.57
4                      62.36
8                      63.34
16                     64.30
32                     65.02
64                     78.13
128                    88.02
256                    90.77
512                   101.81
1024                  120.68
2048                  152.26
4096                  199.80
8192                  279.80
16384                 426.43
32768                 722.93
65536                1305.58
131072               2481.57
262144               4688.04
524288               9341.21
1048576             18480.77
