# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      38.04
2                      37.72
4                      37.72
8                      37.89
16                     37.91
32                     37.86
64                     37.92
128                    38.04
256                    38.05
512                    38.11
1024                   38.92
2048                   41.45
4096                   41.86
8192                   42.04
16384                  42.40
32768                  43.44
65536                  64.35
131072                 66.93
262144                 72.73
524288                 87.34
1048576               120.02
