# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.49
2                      73.22
4                      75.28
8                      86.08
16                     86.61
32                     86.98
64                     89.64
128                    93.08
256                   120.17
512                   134.07
1024                   90.34
2048                   97.47
4096                   92.65
8192                  125.08
16384                 184.78
32768                 331.69
65536                 673.07
131072               1394.87
262144               2625.37
524288               4945.63
1048576              9755.55
