# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      10.78
8                      10.66
16                     10.72
32                     11.01
64                     11.14
128                    11.62
256                    13.39
512                    13.53
1024                   13.89
2048                   20.34
4096                   16.23
8192                   28.63
16384                  42.09
32768                  62.69
65536                  87.66
131072                116.02
262144                173.53
524288                273.66
1048576               463.73
