# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      59.62
2                      60.21
4                      60.36
8                      60.93
16                     59.94
32                     59.54
64                     59.36
128                    60.20
256                    59.86
512                    59.74
1024                   60.04
2048                   60.94
4096                   85.25
8192                   85.59
16384                  86.01
32768                  86.71
65536                  89.69
131072                 96.16
262144                109.66
524288                156.07
1048576               238.09
