# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.95
2                      23.18
4                      23.24
8                      24.35
16                     23.00
32                     23.82
64                     24.56
128                    25.00
256                    25.16
512                    25.88
1024                   32.01
2048                   32.86
4096                   40.54
8192                   48.18
16384                  52.35
32768                  62.24
65536                  82.20
131072                121.86
262144                200.95
524288                358.92
1048576               674.18
