# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      44.92
2                      44.99
4                      44.72
8                      45.79
16                     45.47
32                     45.31
64                     45.43
128                    45.51
256                    45.88
512                    46.27
1024                   47.10
2048                   51.40
4096                   67.37
8192                   69.42
16384                  69.38
32768                  71.82
65536                  78.05
131072                 90.34
262144                115.96
524288                166.48
1048576               268.75
