# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2990.02
2                    3038.05
4                    3014.20
8                    3070.45
16                   3091.27
32                   2615.64
64                   2668.22
128                  2677.78
256                  2684.00
512                  2720.15
1024                   95.21
2048                   98.40
4096                   96.53
8192                  119.31
16384                 173.05
32768                 298.89
65536                 577.51
131072               1228.93
262144               2204.24
524288               3923.82
1048576              7599.63
