# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.79
2                      27.03
4                      28.48
8                      30.25
16                     32.61
32                     34.75
64                     37.55
128                    42.58
256                    46.84
512                    51.96
1024                   64.87
2048                   86.53
4096                  127.16
8192                  205.81
16384                 361.55
32768                 679.67
65536                1315.48
131072               2593.86
262144               5132.31
524288              10241.93
1048576             20649.04
