# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      60.81
8                      61.80
16                     61.79
32                     63.54
64                     62.47
128                    71.13
256                   112.39
512                   152.54
1024                  137.04
2048                  130.93
4096                  139.51
8192                  212.02
16384                 244.90
32768                 288.66
65536                 373.87
131072                613.09
262144               1060.03
524288               1956.28
1048576              3788.88
