# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.45
2                      10.46
4                      10.44
8                      10.56
16                     10.48
32                     10.69
64                     10.63
128                    10.74
256                    11.45
512                    15.70
1024                   11.94
2048                   12.33
4096                   13.21
8192                   22.37
16384                  29.25
32768                  42.76
65536                  68.63
131072                121.46
262144                227.44
524288                464.04
1048576               995.93
