# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     102.48
2                     102.57
4                     103.16
8                     103.50
16                    108.74
32                    123.79
64                    124.50
128                   190.14
256                   215.69
512                   409.35
1024                  542.62
2048                  766.12
4096                 1193.43
8192                 3674.48
16384                8673.89
32768               18118.37
65536               37147.71
131072              78520.94
262144             162956.05
524288             348308.74
1048576           1197144.96
