# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      52.33
2                      52.36
4                      52.40
8                      54.70
16                     55.14
32                     55.24
64                     58.29
128                    60.79
256                    61.73
512                    44.50
1024                   45.88
2048                   49.52
4096                   56.62
8192                   75.67
16384                 102.19
32768                 157.30
65536                 275.29
131072                513.09
262144               1036.59
524288               2105.84
1048576              4392.35
