# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.95
2                      43.29
4                      46.49
8                      49.25
16                     58.57
32                     70.13
64                     83.96
128                   136.84
256                   149.25
512                   317.64
1024                  356.32
2048                  443.23
4096                  588.51
8192                 1101.76
16384                1643.63
32768                2750.02
65536                8918.95
131072               9604.29
262144              19041.02
524288              37749.21
1048576             75585.59
