# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      30.94
2                      31.19
4                      31.18
8                      31.20
16                     31.15
32                     31.20
64                     31.31
128                    31.32
256                    31.45
512                    31.31
1024                   31.81
2048                   32.67
4096                   34.33
8192                   34.94
16384                  38.50
32768                  45.42
65536                  44.95
131072                 51.55
262144                 69.33
524288                103.40
1048576               171.84
