# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   10115.19
2                   10344.98
4                   10329.32
8                   10499.98
16                  10461.75
32                  10585.31
64                  10767.67
128                 10855.82
256                 10947.15
512                 11187.57
1024                  635.13
2048                  669.32
4096                  693.44
8192                  847.19
16384                 889.76
32768                6281.37
65536                7314.52
131072              48613.54
262144             101613.30
524288             175728.25
1048576            492853.72
