# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      27.80
8                      28.26
16                     36.83
32                     37.18
64                     36.85
128                    40.41
256                    43.43
512                    45.88
1024                   49.29
2048                   50.77
4096                   54.73
8192                   69.68
16384                  87.22
32768                 112.37
65536                 151.34
131072                238.78
262144                428.19
524288                789.44
1048576              1511.18
