# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     129.05
2                     131.36
4                     146.13
8                     146.75
16                    155.68
32                    150.87
64                    154.47
128                   230.42
256                   251.64
512                   320.63
1024                  193.81
2048                  198.74
4096                  218.74
8192                  286.51
16384                 412.69
32768                 676.67
65536                1277.44
131072               2806.66
262144               6116.49
524288              10206.96
1048576             19683.63
