# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      45.76
8                      46.25
16                     46.06
32                     47.30
64                     46.67
128                    78.19
256                    82.69
512                    85.63
1024                   88.87
2048                   92.73
4096                   97.82
8192                  126.14
16384                 145.78
32768                 174.89
65536                 232.84
131072                422.80
262144                830.59
524288               1482.09
1048576              2719.58
