# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                       4.64
8                       4.73
16                      4.67
32                      4.91
64                      5.56
128                     5.87
256                     6.15
512                     6.40
1024                    6.60
2048                    7.45
4096                    9.05
8192                   14.73
16384                  19.56
32768                  23.63
65536                  35.70
131072                 63.85
262144                126.86
524288                227.43
1048576               394.36
