# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     220.37
2                      74.44
4                      94.32
8                      74.08
16                     72.50
32                     72.25
64                     73.35
128                    73.19
256                    77.76
512                    82.05
1024                   94.66
2048                   98.08
4096                  129.56
8192                  185.63
16384                 316.32
32768                 576.78
65536                1041.22
131072               3350.50
262144               9045.77
524288              18849.88
1048576             38525.64
