# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.31
2                      24.44
4                      24.47
8                      25.54
16                     24.18
32                     24.99
64                     25.62
128                    25.80
256                    25.98
512                    26.45
1024                   27.22
2048                   29.37
4096                   32.49
8192                   36.62
16384                  40.71
32768                  48.59
65536                  64.07
131072                 99.89
262144                170.11
524288                310.41
1048576               591.03
