# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2656.00
2                    2624.92
4                    2641.47
8                    2640.91
16                   2645.85
32                   2662.28
64                   2675.18
128                  2686.43
256                  2741.71
512                  2784.51
1024                  176.33
2048                  185.76
4096                  196.64
8192                  221.54
16384                 259.24
32768                 352.72
65536                 544.78
131072               1071.76
262144               2588.03
524288               4240.60
1048576              8573.67
